"latitude","longitude","name","country","refcode"
50.02,16.45,"Cervena Voda","CZ","C7V"
50.15,17.14,"Ceska Ves","CZ","CEV"
50,16.14,"Chocen","CZ","CCN"
50.49,14.58,"Chrastava","CZ","CUL"
49.34,16.16,"Chudobin","CZ","CHU"
50.47,14.13,"Decin","CZ","DCB"
50.09,140.38,"Dehtary","CZ","SKJ"
49.47,14.53,"Divisov","CZ","DIV"
49.47,14.1,"Dobris","CZ","DRS"
50.22,13.48,"Dobromerice","CZ","DRO"
50.7,141.3,"Dobroviz","CZ","DDD"
49.55,18.07,"Dolni Benesov","CZ","DOB"
50.23,14.26,"Dolni Berkovice","CZ","BBE"
49.57,14.32,"Dolni Jircany","CZ","SK5"
49.08,17.49,"Dolni Lhota","CZ","DOL"
48.51,16.3,"Drnholec","CZ","DRN"
50.41,15.19,"Drzkov","CZ","DKV"
49.43,13.39,"Hradek","CZ","DEK"
50.02,14.45,"Hradesin","CZ","HRN"
48.47,16.59,"Hrusky/Breclav","CZ","HRU"
50.02,16.36,"Jablonne nad Orlici","CZ","JAB"
50.29,14.01,"Jencice","CZ","JEN"
48.59,16,"Jevisovice","CZ","JIE"
50.23,13.16,"Kadan","CZ","KAD"
49.21,18.15,"Karolinka","CZ","KUV"
49.59,140.2,"Kosor","CZ","KOQ"
49.27,17.11,"Kralice na Hane","CZ","RNH"
50.14,14.19,"Kralupy nad Vltavou","CZ","KNV"
49.15,17.28,"Kvasice","CZ","ZLY"
50.04,12.47,"Kyselka","CZ","KKA"
49.24,17.17,"Lobodice","CZ","LOB"
49.51,13.59,"Lochovice","CZ","LUK"
49.36,16.53,"Michnov","CZ","MNV"
48.47,14.1,"Myto/Cesky Krumlov","CZ","MYT"
50.08,14.44,"Nehvizdy","CZ","NEH"
49.03,14.12,"Netolice","CZ","NET"
49.47,141.8,"Novy Knin","CZ","OVV"
50.11,14.43,"Novy Vestec","CZ","NVV"
50.16,16.07,"Opocno","CZ","OCX"
50.09,15.41,"Osice","CZ","OSI"
50.32,16.14,"Police nad Metuji","CZ","PNJ"
49.2,17.18,"Popuvky","CZ","POP"
50.04,14.27,"Prague-Vinohrady","CZ","XUY"
48.54,16.42,"Sakvice","CZ","JK6"
49.1,14.2,"Sedlec","CZ","NKN"
50.22,150,"Semcice","CZ","SEM"
50.04,14.24,"Smichov","CZ","SMO"
50.44,15.15,"Smrzovka","CZ","OVK"
49.54,14.51,"Stribrna Skalice","CZ","BRA"
49.42,18.21,"Sviadnov","CZ","SDO"
50.44,15.18,"Tanvald","CZ","TVA"
49.21,16.26,"Tisnov","CZ","TIS"
50.04,12.59,"Touzim","CZ","TOM"
50.08,14.17,"Tuchomerice","CZ","TUC"
50.4,14.02,"Usti nad Labem","CZ","ULN"
49.17,16.27,"Veverska Bityska","CZ","VAA"
53.29,8.26,"Abbehausen","DE","ABH"
53.4,9.29,"Abbenfleth","DE","ABF"
52.21,10.34,"Abbesbuttel","DE","ABL"
52.24,7.56,"Achmer","DE","AMR"
54.19,9.58,"Achterwehr","DE","AWR"
53.4,14.12,"Ahlbeck","DE","AHC"
47.57,10.05,"Aitrach","DE","AIT"
50.03,7.07,"Alf","DE","AQF"
51.42,11.4,"Alsleben","DE","AXB"
52.11,12.52,"Alt Bork","DE","ABO"
53.51,8.48,"Altenbruch Reede","DE","ANR"
53.54,10.12,"Altengors","DE","SH4"
52.33,7.18,"Altenlingen","DE","ATL"
53.31,9.55,"Altenwerder","DE","HHV"
49.26,11.52,"Amberg","DE","AMB"
51.53,7.36,"Amelsburen","DE","AML"
47.54,11.2,"Ammerland","DE","ARL"
54.39,8.21,"Amrum","DE","IAM"
50.26,7.24,"Andernach","DE","AND"
53.13,7.48,"Apen","DE","APE"
52.53,11.29,"Arendsee","DE","ASE"
51.23,8.05,"Arnsberg","DE","ARN"
54.19,9.43,"Audorf","DE","AUO"
53.13,7.46,"Augustfehn","DE","AUG"
53.28,7.29,"Aurich","DE","AUR"
50.03,7.46,"Bacharach","DE","DCH"
53.05,10.35,"Bad Bevensen","DE","BBV"
51.17,12.03,"Bad Durrenberg","DE","UBG"
48.01,8.32,"Bad Durrheim","DE","RHX"
52.19,8.2,"Bad Essen","DE","BES"
48.07,7.44,"Bahlingen","DE","BEZ"
47.52,7.42,"Ballrechten","DE","TEJ"
49,12.12,"Barbing","DE","GBX"
53.41,9.28,"Barnkrug","DE","BRK"
53.41,9.11,"Basbeck","DE","BAS"
52.1,14.14,"Beeskow","DE","BKW"
51.29,13.07,"Belgern","DE","ELG"
50.25,7.34,"Bendorf/Rhein","DE","BDF"
53.41,7.35,"Bensersiel","DE","BEN"
50.52,13.56,"Berggiesshubel","DE","HUB"
50.59,7.08,"Bergisch Gladbach","DE","BGL"
52.31,13.23,"Berlin","DE","BER"
47.44,9.2,"Bermatingen","DE","BMN"
52.21,11.5,"Bertingen","DE","BTI"
52.34,7.17,"Biene","DE","IEN"
51.58,11.39,"Biere","DE","ERX"
52.17,13.45,"Bindow","DE","BIW"
49.58,7.53,"Bingen am Rhein","DE","BIN"
54.24,13.36,"Binz","DE","BZR"
50.3,8.49,"Birklar","DE","BQ2"
49.12,8.02,"Birkweiler","DE","BWQ"
50.26,6.39,"Blankenheim","DE","CKH"
52.01,10.08,"Bockenem","DE","CKK"
52.53,10.07,"Bockholdt","DE","BCO"
52.51,10.4,"Bodenteich","DE","BTC"
51.45,9.23,"Boffzen","DE","BFF"
53.23,10.43,"Boizenburg","DE","BOI"
53.23,8.46,"Bokel","DE","BOK"
53.01,7.3,"Borgemoor","DE","BMO"
54.2,9.43,"Borgstedt","DE","BYT"
53.35,6.4,"Borkum","DE","BMK"
56.24,13.13,"Borschutz","DE","BCT"
52.18,10.24,"Bortfeld","DE","BTA"
49.29,9.38,"Boxberg","DE","BXB"
51.32,11.52,"Brachwitz","DE","BCW"
53.42,11.33,"Brahlstorf","DE","BTF"
53.2,8.29,"Brake","DE","BKE"
53.33,8.42,"Bramel","DE","BRA"
52.25,12.33,"Brandenburg","DE","BBG"
52.16,10.3,"Braunschweig","DE","BWE"
53.29,9.08,"Bremervorde","DE","BMV"
52.26,9.44,"Brink","DE","BNK"
52.27,13.26,"Britz","DE","RIZ"
50.13,7.27,"Brodenbach","DE","BDA"
48.07,8.49,"Bubsheim","DE","BSI"
54.18,9.39,"Budelsdorf","DE","USF"
48.41,8.08,"Buhl","DE","BUL"
53.27,10.05,"Bullenhausen","DE","BEU"
49.12,12.02,"Burglengenfeld","DE","BLD"
50.55,12.49,"Burgstadt","DE","BZQ"
48.17,9.07,"Burladingen","DE","URR"
53.35,8.22,"Butjadingen","DE","BUT"
53.4,9.29,"Butzfleth","DE","BUZ"
53.27,9.42,"Buxtehude","DE","BUX"
53.42,7.48,"Carolinensiel","DE","CAR"
51.33,7.18,"Castrop-Rauxel","DE","CRL"
50.58,13.56,"Copitz","DE","CPZ"
50.58,11.58,"Crossen an der Elster","DE","CRR"
53.01,11.39,"Cumlosen","DE","CUM"
53.53,8.42,"Cuxhaven","DE","CUX"
53.27,8.07,"Dangast","DE","DAN"
53.05,13.11,"Dannenwalde","DE","DWD"
53.55,10.59,"Dassow","DE","MVD"
48.49,12.59,"Deggenau","DE","DGA"
51.52,10.55,"Derenburg","DE","DNR"
50.32,7.02,"Dernau","DE","DEU"
50.43,7.59,"Derschen","DE","RPD"
52.58,7.17,"Dersum","DE","DSU"
51.07,12.04,"Deuben","DE","DEB"
54.18,12.22,"Dierhagen","DE","DIA"
48.39,7.53,"Diersheim","DE","DHM"
48.21,10.35,"Dinkelscherben","DE","DSC"
50.45,12.07,"Dittersdorf","DE","DT8"
53.19,7.17,"Ditzum","DE","DIT"
51.21,12.13,"Dolzig","DE","LZ6"
49.15,10.17,"Dombuhl","DE","DE3"
52.13,7.41,"Dorenthe","DE","DNT"
51.05,6.49,"Dormagen","DE","DMG"
48.09,11.41,"Dornach","DE","RKQ"
52.57,7.19,"Dorpen","DE","DRP"
51.4,6.58,"Dorsten","DE","DON"
51.3,7.29,"Dortmund","DE","DTM"
52.51,9.14,"Dorverden","DE","DVE"
52.39,8.26,"Drebber","DE","DR5"
50.37,7.56,"Dreisbach","DE","NDQ"
53.42,9.23,"Drochtersen","DE","DRO"
51.28,6.45,"Duisburg","DE","DUI"
51.14,6.47,"Dusseldorf","DE","DUS"
48.27,9.03,"Dusslingen","DE","DUL"
49.28,8.59,"Eberbach","DE","EBB"
48.31,12.04,"Eching/Landshut","DE","EGC"
49.26,8.36,"Edingen","DE","EDI"
49.48,10.05,"Effeldorf","DE","EAX"
52.34,7.49,"Eggermuhlen","DE","EGJ"
49.46,11.03,"Eggolsheim","DE","EOM"
48.17,9.44,"Ehingen","DE","EHI"
52.09,14.39,"Eisenhuttenstadt","DE","EHS"
54.2,10.11,"Ellerbek","DE","ELB"
49.5,9.09,"Elsenfeld","DE","ELF"
53.14,8.28,"Elsfleth","DE","ELS"
51.5,12.5,"Elster","DE","LER"
51.52,6.09,"Elten","DE","ETN"
48.1,8.04,"Elzach","DE","EZH"
53.22,7.13,"Emden","DE","EME"
48.3,10.4,"Emersacker","DE","EM4"
51.36,6.36,"Emmelsum","DE","ESU"
51.01,12.56,"Erlau","DE","EAU"
49.48,9.1,"Erlenbach am Main","DE","EAM"
47.34,11.06,"Ettal","DE","ETY"
49.49,10.07,"Euerfeld","DE","XAX"
51.34,-130.13,"Falkenberg","DE","FBR"
48.04,10.09,"Fellheim","DE","FHM"
53.4,13.53,"Ferdinandshof","DE","MV5"
49.14,8.05,"Flemlingen","DE","RP7"
49.45,8.1,"Framersheim","DE","FSH"
50.07,8.41,"Frankfurt am Main","DE","FRA"
52.21,14.33,"Frankfurt/Oder","DE","FFO"
48.59,13.18,"Frauenau","DE","FRR"
48.4,7.57,"Freistett","DE","FES"
52.53,7.18,"Fresenburg","DE","FRE"
51.38,6.39,"Friedrichsfeld","DE","FHL"
53.01,7.51,"Friesoythe","DE","FYE"
50.36,7.06,"Fritzdorf","DE","FNW"
54.18,13.41,"Gager","DE","GXG"
49.47,8.11,"Gau Odernheim","DE","GAO"
51.07,14.19,"Gaussig","DE","GXS"
52.36,7.16,"Geeste","DE","GST"
54.12,121.8,"Gelbensande","DE","GNL"
51.31,7.07,"Gelsenkirchen","DE","GEK"
50.27,9.57,"Gersfeld","DE","GFD"
49.09,7.13,"Gersheim","DE","GHZ"
50.57,9.04,"Gilserberg","DE","GS5"
49.22,8.09,"Gimmeldingen","DE","GXN"
50.35,12.09,"Ginepp","DE","GNP"
47.45,11.44,"Gmund am Tegernsee","DE","UND"
50.51,6.58,"Godorf","DE","GDO"
51.21,13.17,"Gohlis","DE","GTR"
50.01,11.41,"Goldkronach","DE","GKR"
50.01,9.47,"Gossenheim","DE","GO4"
54.15,12.14,"Graal-Muritz","DE","GMV"
51.43,12.27,"Grafenhainichen","DE","EFE"
53.46,14.01,"Grambin","DE","RBI"
50.45,7.04,"Grau Rheindorf","DE","GNR"
48.44,7.59,"Grauelsbaum","DE","RLB"
53.3,7.06,"Greetsiel","DE","GRE"
51.47,6.19,"Grieth","DE","ITH"
51.03,7.09,"Grimberg","DE","GMR"
54.07,13.03,"Grimmen","DE","GMN"
54.38,8.43,"Grode","DE","GXR"
52.13,7.02,"Gronau","DE","GNU"
51.34,7.22,"Groppenbruch","DE","GPR"
50.05,8.59,"Gross Krotzenburg","DE","GKG"
49.27,9.17,"Grosseichholzheim","DE","HHO"
54.23,11.05,"Grossenbrode","DE","GRO"
53.28,8.29,"Grossensiel","DE","GSI"
51.17,12.09,"Grosslehna","DE","GSA"
53.11,12.57,"Grosszerlang","DE","GZG"
51.07,6.26,"Gudderath","DE","GDZ"
49.53,7.48,"Gutenberg","DE","GNX"
54.32,9.4,"Hallig","DE","HRX"
53.31,9.56,"Hamburg","DE","HAM"
53.33,10.01,"Hamburg-Mitte","DE","HTJ"
52.06,9.21,"Hameln","DE","HAN"
51.41,7.48,"Hamm","DE","HMM"
50.08,8.54,"Hanau","DE","HAU"
52.22,9.43,"Hannover","DE","HAJ"
53.42,7.48,"Harlesiel","DE","HSX"
53.38,9.36,"Haseldorf","DE","HLO"
49.47,9.29,"Hasloch","DE","HAO"
50.01,8.03,"Hattenheim","DE","HME"
51.59,9.28,"Hehlen","DE","HHL"
49.25,8.42,"Heidelberg","DE","HEI"
50,8.08,"Heidesheim","DE","HSI"
49.46,8.05,"Heimersheim","DE","HE5"
52.16,11.44,"Heinrichsberg","DE","HRC"
54.1,7.53,"Helgoland","DE","HGL"
53.42,9.07,"Hemmoor","DE","HMO"
52.38,13.13,"Hennigsdorf","DE","HNF"
48.04,9.26,"Herbertingen","DE","XRT"
50.42,8.2,"Herbornseelbach","DE","H54"
53.02,7.19,"Herbrum","DE","HBR"
47.39,9.5,"Hergatz","DE","HGZ"
51.33,7.13,"Herne","DE","HEE"
51.36,7.08,"Herten","DE","HRT"
52.25,7.23,"Hesselte","DE","SSL"
51.5,7.24,"Hiddingsel","DE","HDI"
51.54,7.38,"Hiltrup","DE","HLP"
50.24,9.08,"Hirzenhain","DE","HRE"
51.04,6.56,"Hitdorf","DE","HD8"
50.06,8.33,"Hochst","DE","HCS"
49.14,8.12,"Hochstadt","DE","HO4"
52.16,10.04,"Hohenhameln","DE","HOJ"
52.52,14.09,"Hohensaaten","DE","HSA"
52.14,11.43,"Hohenwarthe","DE","OWH"
51.44,9.57,"Hollenstedt","DE","HLN"
51.49,9.27,"Holzminden","DE","HZN"
54.34,8.33,"Hooge","DE","HGE"
53.38,8.01,"Hooksiel","DE","HOO"
53.24,10.1,"Hoopte","DE","HPE"
52.31,13.4,"Hoppegarten","DE","3L4"
50.58,10.25,"Horselberg","DE","HSB"
53.41,8.01,"Horumersiel","DE","HOS"
52.14,13.58,"Hubertushohe","DE","HRO"
53.06,8.11,"Hundsmuhlen","DE","HSU"
50.56,7.53,"Hunsborn","DE","HUX"
47.4,7.32,"Huttingen","DE","HZZ"
49.3,9.49,"Igersheim","DE","IGH"
48.56,115.2,"Ihrlerstein","DE","ZVE"
48.46,11.26,"Ingolstadt","DE","ING"
48.55,8.4,"Ispringen","DE","ISP"
51.32,6.25,"Issum","DE","ISU"
53.16,7.23,"Jemgum","DE","JEM"
48.23,10.25,"Jettingen","DE","JTN"
52.24,9,"Jossen","DE","JSN"
53.41,7,"Juist","DE","JUI"
50.01,7.1,"Kaimt","DE","KMT"
49.29,8.1,"Kallstadt","DE","KDT"
54.18,12.48,"Karnin","DE","KAR"
51.52,7.18,"Karthaus","DE","KHU"
49.48,6.43,"Kenn","DE","NNP"
50.07,8.53,"Kesselstadt","DE","KLS"
49.43,8.06,"Kettenheim","DE","JIV"
54.2,10.08,"Kiel","DE","KEL"
52.34,14.37,"Kietz","DE","KIE"
50,7.01,"Kinderbeuern","DE","KBR"
48.57,11.23,"Kipfenberg","DE","KPF"
51.36,6.56,"Kirchhellen","DE","NWC"
52.22,12.25,"Kirchmoser","DE","KCO"
50.1,10.22,"Kirschfurt","DE","RFT"
52.23,9.27,"Kolenfeld","DE","KOF"
50.57,6.56,"Koln","DE","CGN"
52.17,13.37,"Konigs Wusterhausen","DE","KWH"
53.4,9.21,"Konigsmoor","DE","KGM"
49.36,10.56,"Kosbach","DE","KB6"
50.09,11.01,"Kosten","DE","KTN"
49.59,7.07,"Kovenig","DE","KVG"
48.24,11.37,"Kranzberg","DE","KZB"
53.45,9.23,"Krautsand","DE","KRA"
51.2,6.34,"Krefeld","DE","KRE"
49.33,10.57,"Kriegenbrunn","DE","KGU"
53.56,12.19,"Kronskamp","DE","KR9"
52.24,7.22,"Kunkemuhle","DE","KKU"
52.22,9,"Lahde","DE","LHD"
49.12,8.07,"Landau in der Pfalz","DE","LAD"
53.13,8.01,"Landkreis Ammerland","DE","AAD"
54.48,9.38,"Langballig","DE","73A"
48.03,8.17,"Langenbach","DE","LGB"
54.18,12.28,"Langendamm","DE","LDM"
53.45,7.29,"Langeoog","DE","LGO"
50.4,10.59,"Langewiesen","DE","LAW"
49.43,6.3,"Langsur","DE","6NK"
52.26,13.21,"Lankwitz","DE","LKI"
52.52,7.19,"Lathen","DE","LAT"
51.02,13.5,"Laubegast","DE","UBT"
49.55,7.54,"Laubenheim","DE","DE8"
53.22,10.34,"Lauenburg/Elbe","DE","LNU"
51.33,12.38,"Laussig","DE","LS4"
50.54,10.37,"Leina","DE","LIA"
50.54,10.38,"Leinatal","DE","23A"
48.26,10.14,"Leipheim","DE","LPH"
52.07,14.13,"Leissnitz","DE","LIZ"
52.32,8.21,"Lembruch","DE","LRC"
53.1,8.37,"Lemwerder","DE","LEW"
51.22,7.36,"Letmathe","DE","DDD"
51.02,7,"Leverkusen","DE","LEV"
50.31,8.49,"Lich","DE","ILH"
52.52,13.45,"Lichterfelde","DE","LTF"
52.36,9.06,"Liebenau","DE","LIB"
53.43,14.01,"Liepgarten","DE","LPQ"
49.55,7.01,"Lieser","DE","LSR"
50.15,85.92,"Limeshain","DE","LSH"
47.33,9.41,"Lindau","DE","LIU"
50.34,7.17,"Linz am Rhein","DE","LRN"
52.11,8.41,"Lohnerheide","DE","LNH"
49.48,6.47,"Longen","DE","ONG"
51.03,13.49,"Loschwitz","DE","LCW"
50.53,9.44,"Ludwigsau","DE","LSU"
49.28,8.26,"Ludwigshafen","DE","LUH"
49.49,8.21,"Ludwigshohe","DE","LGX"
50.5,6.59,"Lulsdorf","DE","LLS"
52.55,14.07,"Lunow","DE","LOW"
51.38,9.55,"Lutgenrode","DE","LT9"
54.18,10.36,"Lutjenburg","DE","TJE"
50.4,-8.44,"Mainzlar","DE","GYM"
54.1,10.33,"Malente","DE","MAM"
51.05,9.32,"Malsfeld","DE","MFL"
48.12,11.09,"Mammendorf","DE","MMF"
48.39,12.36,"Mamming","DE","MMI"
53.27,7.43,"Marcardsmoor","DE","MRM"
53.3,8.03,"Mariensiel","DE","MRS"
54.32,13.33,"Marlow","DE","MLO"
49.02,8.19,"Maxau","DE","MXA"
49.02,8.18,"Maximiliansau","DE","MXM"
49.48,6.49,"Mehring","DE","MHR"
52.18,10.06,"Mehrum","DE","MRU"
51.28,6.46,"Meiderich","DE","MDI"
51.05,11.59,"Meineweh","DE","ME8"
51.09,13.29,"Meissen","DE","MEI"
52.11,13.24,"Mellensee","DE","MZE"
53.38,6.54,"Memmert","DE","MEM"
53.15,14.26,"Mescherin","DE","MSH"
49.04,8.56,"Michelbach am Heuchelberg","DE","Z4Z"
52.17,8.54,"Minden","DE","MID"
49.52,6.56,"Minheim","DE","MNM"
53.42,7.58,"Minsen","DE","MIN"
52.22,9.51,"Misburg","DE","MIB"
50.55,14.46,"Mittelherwigsdorf","DE","MWF"
53.08,8.4,"Mittelsburen","DE","MSB"
48.49,9.58,"Mogglingen","DE","MGW"
49.52,8.15,"Mommenheim","DE","MMM"
48.06,8.26,"Monchweiler","DE","MWW"
50.47,7.04,"Mondorf","DE","MNF"
48.5,10.5,"Monheim","DE","XMP"
53.1,8.34,"Motzen","DE","MOZ"
50.56,13.5,"Muglitztal","DE","GL3"
51.26,13.13,"Muhlberg","DE","MXB"
49.54,7,"Mulheim","DE","MMO"
51.26,6.53,"Mulheim an der Ruhr","DE","MUH"
50.45,12.34,"Mulsen","DE","ULS"
48.35,12.54,"Munchsdorf","DE","M5B"
52.59,10.05,"Munster","DE","MUN"
51.58,7.38,"Munster","DE","MSR"
49.57,7.53,"Munster-Sarmsheim","DE","MNQ"
52.2,12.44,"Nahmitz","DE","NZM"
48.37,9.15,"Neckartailfingen","DE","NTA"
49.19,9.09,"Neckarzimmern","DE","NZE"
50.06,7.08,"Neef","DE","NFE"
53.4,7.21,"Nessmersiel","DE","NES"
54.55,13.31,"Neuendorf-Hiddensee","DE","NNH"
51.3,7,"Neuessen","DE","NSE"
53.42,7.42,"Neuharlingersiel","DE","NHS"
53.48,9.02,"Neuhaus an der Oste","DE","NEH"
51.1,12.26,"Neukieritzsch","DE","UKI"
53.45,9.2,"Neuland/Elbe","DE","NEL"
49.32,8.08,"Neuleiningen","DE","NN4"
49.51,6.53,"Neumagen-Dhron","DE","NMN"
48.22,12.3,"Neumarkt-Sankt Veit","DE","NSV"
53.01,7.47,"Neuscharrel","DE","NCA"
51.11,6.41,"Neuss","DE","NSS"
54.06,10.49,"Neustadt in Holstein","DE","NHO"
53.23,11.35,"Neustadt-Glewe","DE","NGL"
48.53,8.34,"Niebelsbach","DE","BWJ"
50.42,7.11,"Niederdollendorf","DE","DFX"
51.12,14.29,"Niederkaina","DE","CH5"
48.15,11.51,"Niederneuching","DE","NGH"
51,6.58,"Niehl/Koln","DE","NHL"
51.14,13.26,"Nieschutz","DE","NCZ"
50.52,12.17,"Nobdenitz","DE","NO9"
53.37,7.09,"Norddeich","DE","NOE"
53.3,8.29,"Nordenham","DE","NHA"
49.06,9.08,"Nordheim","DE","NHE"
52.26,7.05,"Nordhorn","DE","NHN"
54.3,8.53,"Nordstrand","DE","NOR"
49.26,11.04,"Nurnberg","DE","NUE"
48.08,8.52,"Nusplingen","DE","PJQ"
49.32,8.47,"Ober-Abtsteinach","DE","OAB"
54.18,9.4,"Obereiderhafen","DE","OEX"
51.28,6.51,"Oberhausen","DE","OBE"
49.47,7.45,"Oberhausen an der Nahe","DE","OAN"
50.16,11.56,"Oberkotzau","DE","OKY"
50.22,8.41,"Ober-Morlen","DE","ORM"
49.31,7.06,"Oberthal","DE","DEO"
50.07,7.43,"Oberwesel","DE","OEE"
50.36,7.12,"Oberwinter","DE","OWT"
50,8,"Oestrich-Winkel","DE","OSW"
50.06,8.46,"Offenbach","DE","OFF"
53.1,8.12,"Oldenburg","DE","OLO"
53.27,8.31,"Oldendorf","DE","OLD"
53.2,7.2,"Oldersum","DE","OLU"
53.26,10.06,"Oortkaten","DE","OTK"
51.31,6.41,"Orsoy","DE","ORS"
52.28,10.41,"Osloss","DE","OSL"
52.16,8.03,"Osnabruck","DE","OSN"
51.34,6.34,"Ossenberg","DE","OSB"
53.54,9.11,"Ostermoor","DE","OSR"
54.17,9.42,"Osterronfeld","DE","TRD"
52.07,9.37,"Osterwald","DE","TER"
54.09,11.45,"Ostseebad Kuhlungsborn","DE","OKG"
49.58,10.43,"Ottendorf","DE","SXD"
53.48,8.54,"Otterndorf","DE","OTT"
54.16,9.19,"Pahlhude","DE","PAH"
53.04,7.24,"Papenburg","DE","PAP"
52.41,12.15,"Parey","DE","PRY"
54.05,11.59,"Parkentin","DE","PTN"
48.34,13.27,"Passau","DE","PAS"
49.46,11.01,"Pautzfeld","DE","PZI"
52.19,10.14,"Peine","DE","PEI"
54.31,8.38,"Pellworm","DE","PEL"
52.23,7.58,"Pente","DE","PEN"
51.39,6.33,"Perrich","DE","PRC"
48.49,11.41,"Pforring","DE","AQ2"
47.35,10.33,"Pfronten","DE","PFR"
52.19,8.01,"Piesberger","DE","PSB"
49.53,6.55,"Piesport","DE","PPT"
51.52,12.36,"Piesteritz","DE","PSR"
49.57,6.58,"Platten","DE","TTP"
51.27,13.37,"Plessa","DE","PSA"
48.33,9.12,"Pliezhausen","DE","PLS"
52.23,9.12,"Pollhagen","DE","PLL"
52.24,13.04,"Potsdam","DE","POT"
51.4,12.55,"Prettin","DE","PRN"
54.23,12.4,"Pruchten","DE","PCE"
51.06,14.13,"Putzkau","DE","PKU"
51.13,13.43,"Radeburg","DE","RDU"
50.31,7.02,"Rech","DE","RE5"
53.2,12.43,"Rechlin","DE","RCI"
52.23,7.43,"Recke","DE","RCK"
53.29,7.5,"Reepsholt","DE","REE"
49.21,8.56,"Reichartshausen","DE","RTJ"
48.43,9.28,"Reichenbach an der Fils","DE","RFI"
52.47,9.23,"Rethem","DE","RET"
51.33,6.35,"Rheinberg","DE","RHB"
53.06,12.53,"Rheinsberg","DE","RRG"
48.54,13.21,"Riedlhutte","DE","RDL"
50.05,9.38,"Rieneck","DE","RIK"
52.16,7.37,"Riesenbeck","DE","RBK"
49.26,8.15,"Rodersheim","DE","2RO"
54.05,12.08,"Rostock","DE","RSK"
48,10.01,"Rot an der Rot","DE","RDT"
51,9.44,"Rotenburg an der Fulda","DE","RBF"
52.11,11.4,"Rothensee","DE","OHE"
49.51,7.49,"Rudesheim","DE","RU7"
49.59,7.55,"Rudesheim am Rhein","DE","RUE"
52.25,13.29,"Rudow","DE","RDW"
48.26,13.2,"Ruhstorf an der Rott","DE","RAR"
51.38,7.39,"Runthe","DE","RNT"
52.19,9.04,"Rusbend","DE","RUB"
49.59,8.26,"Russelsheim","DE","RUM"
52.05,11.4,"Salbke","DE","SKS"
52.09,10.19,"Salzgitter","DE","SAR"
51.32,11.5,"Salzmunde","DE","ZMU"
53.54,9.15,"Sankt Margarethen","DE","SMA"
48.36,13.21,"Schalding","DE","SDI"
48.52,9.55,"Schechingen","DE","S3B"
52.28,11.59,"Schelldorf","DE","SEF"
50.31,6.28,"Schleiden","DE","SCV"
52.06,7.43,"Schmedehausen","DE","MHA"
53.02,11.34,"Schnackenburg","DE","SNR"
52.01,11.44,"Schonebeck","DE","OKE"
51.18,13.42,"Schonfeld","DE","SFL"
52.14,12.13,"Schopsdorf","DE","SPD"
49.04,9.12,"Schozach","DE","SZ8"
53.35,9.42,"Schulau","DE","CHL"
54.16,8.56,"Schulper Neuensiel","DE","SPS"
48.16,7.58,"Schuttertal","DE","UTT"
53.57,12.07,"Schwaan","DE","CWN"
49.09,9.04,"Schwaigern","DE","SWF"
49.55,10.08,"Schwanfeld","DE","SWQ"
49.21,11.15,"Schwarzenbruck","DE","SWZ"
53.04,14.16,"Schwedt","DE","SDT"
50.03,10.13,"Schweinfurt","DE","SCW"
51.3,6.44,"Schwelgern","DE","SGW"
52.45,9.11,"Schweringen","DE","SRI"
52.2,12.58,"Schwielowsee","DE","IEW"
48.16,12.15,"Schwindegg","DE","B85"
48.19,7.57,"Seelbach","DE","SXE"
49.44,9.19,"Segnitz","DE","KFT"
52.19,9.56,"Sehnde","DE","SNE"
50.56,14.36,"Seifhennersdorf","DE","YSF"
50.05,7.12,"Senheim","DE","EHM"
49.35,6.34,"Serrig","DE","SRA"
50.11,10.51,"Sesslach","DE","SQJ"
53.46,7.42,"Spiekeroog","DE","SPI"
51.48,6.08,"Spyck","DE","PYK"
53.36,9.29,"Stade","DE","STA"
53.38,9.31,"Stader Sand","DE","STS"
54.14,13.17,"Stahlbrode","DE","SL5"
52.41,10.24,"Steinhorst","DE","HSJ"
50.18,11.28,"Steinwiesen","DE","SWS"
47.51,12.11,"Stephanskirchen","DE","SKN"
50.39,7.59,"Stockhausen-Illfurth","DE","SRP"
53.52,13.34,"Stolpe","DE","SNP"
54.28,13.08,"Suhrendorf","DE","UHF"
48.56,9.51,"Sulzbach-Laufen","DE","SLZ"
47.4,10.21,"Sulzberg","DE","ZB4"
48.53,12.21,"Sunching","DE","SNC"
49.33,6.35,"Taben","DE","TAR"
52.33,11.57,"Tangermunde","DE","TAE"
52.24,13.16,"Teltow","DE","TLT"
49.41,6.28,"Temmels","DE","TMM"
51.07,12.01,"Teuchern","DE","TCN"
51.26,12.4,"Thallwitz","DE","TWZ"
48.34,10.55,"Thierhaupten","DE","THR"
52.19,10.3,"Thune","DE","THU"
49.52,9.5,"Thungersheim","DE","TGM"
53.11,10.59,"Tiessau","DE","TSU"
50.06,11.49,"Torfmoorholle","DE","TMH"
53.34,8.17,"Tossens","DE","TOS"
52.13,13.13,"Trebbin","DE","TBN"
50,7.5,"Trechtingshausen","DE","TRH"
50.11,7.18,"Treis-Karden","DE","TKD"
49.52,8.1,"Udenheim","DE","UH7"
53.44,14.03,"Ueckermunde","DE","UCK"
52.58,10.33,"Uelzen","DE","UEL"
53,9.04,"Uesen","DE","UES"
48.24,10,"Ulm","DE","ULM"
53.28,7.44,"Upschort","DE","UPS"
