"latitude","longitude","name","country","refcode"
25.29,53.08,"Abu al Bukhoosh","AE","ABU"
25.52,55.01,"Abu Musa","AE","AMU"
25.32,55.33,"Ahmed Bin Rashid Port","AE","ARP"
25.43,55.48,"Al Jazeera Port","AE","JAZ"
26.02,56.03,"Al Jeer Port","AE","AJP"
24.07,52.44,"Ar Ruways","AE","RUW"
25.37,56.16,"Dibba","AE","DBP"
25.15,55.15,"Free Port","AE","FRP"
25.18,55.19,"Hamriya Free Zone Port","AE","HZP"
24.54,54.54,"Hassyan","AE","HSN"
25,55.03,"Jebel Ali Free Zone","AE","QWE"
25.04,56.21,"Kalba","AE","KLB"
25.2,56.21,"Khor al Fakkan","AE","KLF"
25.21,55.22,"Mina Khalid","AE","MKH"
24.5,54.4,"Mina Khalifa/Abu Dhabi","AE","KHL"
25.16,55.17,"Mina Rashid Port","AE","MRP"
24.31,54.22,"Mina Zayed/Abu Dhabi","AE","MZD"
24.23,54.29,"Mussafah","AE","AMF"
25.49,55.57,"Rak Khor Port","AE","RKP"
25.57,56.03,"Rak Maritime City","AE","RMC"
24.06,52.43,"Ruwais Port","AE","RWP"
24.19,52.36,"Yas Island","AE","YAS"
24.53,53.04,"Zirku Island","AE","ZUR"
36.39,66.59,"Dehdadi","AF","DHD"
32.06,66.53,"Qalat","AF","QLT"
34.53,71.55,"Torkham","AF","RKH"
17.01,-61.47,"Falmouth","AG","FAM"
17.05,-61.45,"Parham","AG","PHM"
18.1,-63.08,"Meads Bay Beach","AI","MBB"
41.22,19.25,"Romano Port","AL","ROM"
39.53,20,"Sarande","AL","SAR"
41.48,19.34,"Shengjin","AL","SHG"
40.28,19.29,"Vlore","AL","VOA"
-16.36,11.44,"Baia dos Tigres","AO","BDT"
-7.32,12.1,"Gimboa","AO","GIM"
-7.38,11.41,"Girassol Terminal","AO","GIR"
-7.5,12.07,"Greater Plutonio","AO","GPO"
-5.51,13.26,"Noqui","AO","NQI"
-73.03,-13.25,"Aboa","AQ","ABA"
-62.09,-58.28,"Arctowski","AQ","ARC"
-62.11,-58.54,"Artigas","AQ","ART"
-62.3,-59.41,"Arturo Prat","AQ","APT"
-62.11,-58.57,"Bellingshausen","AQ","BHN"
-66.17,110.31,"Casey Station","AQ","CAS"
-62.05,-58.23,"Comandante Ferraz","AQ","CFZ"
-68.34,77.58,"Davis Station","AQ","DAV"
-66.39,140,"Dumont d'Urville Station","AQ","DDU"
-62.12,-58.57,"Escudero","AQ","ESC"
-63.23,-56.59,"Esperanza","AQ","ESP"
-63.19,-57.54,"General Bernardo O'higgins","AQ","OHG"
-62.13,-58.58,"Great Wall","AQ","GWL"
-75.34,-26.32,"Halley","AQ","HLY"
-74.36,164.12,"Jang Bogo Station","AQ","JBS"
-62.39,-60.23,"Juan Carlos Primero","AQ","JCP"
-62.14,-58.39,"Jubany","AQ","JUB"
-62.13,-58.47,"King Sejong","AQ","KSG"
-75,0.04,"Kohnen","AQ","KHN"
-69.23,76.23,"Law Base","AQ","LAW"
-64.14,-56.39,"Marambio","AQ","MRB"
-74.41,164.07,"Mario Zucchelli","AQ","MZU"
-67.36,62.52,"Mawson Station","AQ","MAW"
-77.5,166.4,"McMurdo","AQ","MCM"
-66.33,93,"Mirny","AQ","MIR"
-60.44,-44.44,"Orcadas","AQ","ORC"
-64.46,-64.03,"Palmer","AQ","PLM"
-63,-60.34,"Port Foster","AQ","PFS"
-69.24,76.23,"Progress","AQ","PRO"
-67.34,-68.07,"Rothera","AQ","ROT"
-68.07,-67.06,"San Martin","AQ","SMT"
-60.43,-45.36,"Signy","AQ","SGN"
-69,39.35,"Syowa","AQ","SYW"
-65.14,-64.15,"Vernadsky","AQ","VKY"
-73.03,-13.25,"Wasa","AQ","WSA"
-69.22,76.23,"Zhongshan","AQ","ZGN"
-33.07,-68.53,"Agrelo","AR","GEO"
-34.05,-60.07,"Arrecifes","AR","ACF"
-29.1,-67.3,"Chilecito","AR","CHO"
-31.29,-68.32,"Chimbas","AR","CBS"
-32.58,-68.45,"Coquimbito","AR","IQO"
-34.39,-58.2,"Dock Sur","AR","DSU"
-33.21,-60.08,"Ingeniero Buitrago","AR","BUI"
-38.47,-62.16,"Ingeniero White/Bahia Blanca","AR","INW"
-33.28,-67.33,"La Paz","AR","LPM"
-34.01,-59.07,"Las Palmas","AR","LPS"
-28.12,-65.08,"Lavalle","AR","LAV"
-34.34,-59.06,"Lujan","AR","LUJ"
-33.03,-68.52,"Lujan de Cuyo","AR","LCU"
-32.57,-68.49,"Luzuriaga","AR","LZG"
-25.25,-66.19,"Molinos","AR","NOS"
-36.53,-60.2,"Olavarria","AR","OVI"
-34.36,-58.31,"Pablo Podesta","AR","PP9"
-41.42,-65,"Punta Colorada","AR","PCO"
-32.39,-60.43,"Quebracho/San Lorenzo","AR","QBR"
-43.18,-65.06,"Rawson","AR","RWO"
-33.11,-68.28,"Rivadavia","AR","RIV"
-25.48,-64.58,"Rosario de la Frontera","AR","RFO"
-33.46,-69.02,"San Carlos","AR","SCA"
-33.04,-68.28,"San Martin","AR","SMR"
-33.41,-59.1,"San Pedro","AR","SPD"
-24.11,-65.18,"San Salvador de Jujuy","AR","SSJ"
-33.15,-68.09,"Santa Rosa","AR","STA"
-33.34,-69.01,"Tunuyan","AR","TUN"
-34.31,-58.29,"Vicente Lopez","AR","VLO"
48.23,15.51,"Altenworth","AT","AWH"
48.13,14.24,"Asten","AT","ATN"
48.41,16.52,"Bernhardsthal","AT","SXA"
47.25,13.13,"Bischofshofen","AT","BFS"
47.59,14.45,"Bohlerwenk","AT","BOE"
47.3,9.46,"Bregenz","AT","BRZ"
48.18,16.34,"Deutsch Wagram","AT","DWA"
47.36,16.38,"Deutschkreutz","AT","DKZ"
48.36,16.49,"Dobermannsdorf","AT","ERR"
47.54,16.38,"Donnerskirchen","AT","NNN"
48.27,15.34,"Dross","AT","DRO"
48.23,15.31,"Durnstein","AT","DUE"
47.57,16.24,"Ebreichsdorf","AT","EBR"
46.41,15.5,"Eibiswald","AT","EWD"
48.27,15.45,"Engabrunn","AT","BRI"
48.27,15.53,"Engelmannsbrunn","AT","ERO"
48.21,14.27,"Engerwitzdorf","AT","DFC"
47.4,12.1,"Erl","AT","ERL"
48.2,15.54,"Erpersdorf","AT","EPD"
47.46,13.13,"Faistenau","AT","FSU"
48.43,13.35,"Falkenstein","AT","LKN"
46.56,16,"Fehring","AT","FHR"
47.09,11.21,"Fulpmes","AT","FPS"
46.43,15.33,"Gamlitz","AT","GA6"
47.55,13.48,"Gmunden","AT","GDN"
48.2,16.14,"Greifenstein","AT","GFS"
48.13,14.5,"Grein","AT","GRN"
48.24,16.37,"Gross-Schweinbarth","AT","SWH"
47.52,15.53,"Gutenstein","AT","GSN"
48.27,15.43,"Hadersdorf","AT","DOF"
48.27,15.43,"Hadersdorf-Kammern","AT","HKM"
48.02,15.46,"Hainfeld","AT","LTX"
48.42,16.04,"Haugsdorf","AT","GHH"
48.23,16.06,"Hausleiten","AT","ITN"
46.59,15.3,"Hausmannstatten","AT","TEN"
48.3,16.34,"Hobersbrunn","AT","BNN"
48.04,16.47,"Hoflein","AT","EIN"
48.19,15.4,"Inzersdorf an der Traisen","AT","ZIN"
48.47,15.34,"Japons","AT","JPS"
48.42,16.03,"Jetzelsdorf","AT","ZLF"
47.07,15.21,"Judendorf","AT","JDD"
47.24,14.54,"Kammern im Liesingtal","AT","KAM"
47.15,11.16,"Kematen in Tirol","AT","KTT"
48.39,16.39,"Ketzelsdorf","AT","ZRF"
47.12,14.49,"Knittelfeld","AT","KFD"
48.13,15.1,"Krummnussbaum","AT","KMB"
48.22,-154,"Krustetten","AT","GHJ"
48.18,16.21,"Langenzersdorf","AT","LZD"
48.29,13.53,"Lembach","AT","LUA"
46.4,15.28,"Leutschach","AT","LTS"
48.35,15.52,"Limberg","AT","IEG"
48.05,13.4,"Manning","AT","MAN"
48.13,15.09,"Marbach an der Donau","AT","MAB"
47.14,16.05,"Markt Allhau","AT","MKA"
48.11,14.42,"Mitterkirchen","AT","MKC"
47.45,16.4,"Morbisch am See","AT","MBS"
47.5,16.06,"Muthmannsdorf","AT","NT9"
48.29,15.53,"Neudegg","AT","NGG"
48.29,13.59,"Neufelden","AT","NFN"
48.03,14.51,"Neuhofen an der Ybbs","AT","NAD"
47.56,17.04,"Nickelsdorf","AT","ND2"
47.11,9.48,"Nuziders","AT","NUZ"
48.06,14.48,"Oehling","AT","XAE"
47.5,16.4,"Oggau","AT","GGU"
48.2,14.11,"Ottensheim","AT","OSH"
46.42,13.38,"Paternion","AT","ATK"
48.11,15.04,"Persenbeug","AT","PBU"
48.08,15.09,"Petzenkirchen","AT","PET"
47.51,16.5,"Podersdorf am See","AT","PAS"
48.12,15.31,"Prinzersdorf","AT","7PZ"
47.23,13.27,"Radstadt","AT","RAD"
48.14,13,"Ranshofen","AT","RHN"
47.17,11.03,"Rietz","AT","ETZ"
48.04,16.51,"Rohrau","AT","RHR"
48.24,15.3,"Ruhrsdorf","AT","RRF"
48.29,13.45,"Sankt Aegidi","AT","SAK"
47.59,12.53,"Sankt Georgen bei Salzburg","AT","SGS"
47.03,15.45,"Sankt Margarethen an der Raab","AT","SMR"
46.38,14.23,"Sankt Margrethen","AT","SK3"
46.55,15.15,"Sankt Stefan ob Stainz","AT","FBZ"
48.36,16.46,"Sankt Ulrich","AT","SUH"
48.28,14.09,"Sankt Veit im Muhlkreis","AT","SVM"
48.23,14.44,"Schonau im Muhlkreis","AT","SMK"
48.42,15.54,"Schrattenthal","AT","TTL"
47.51,16.37,"Schutzen am Gebirge","AT","SAG"
48.26,15.33,"Senftenberg","AT","SFT"
48.27,16.44,"Spannberg","AT","SPG"
48.22,15.25,"Spitz","AT","SPZ"
47.36,13.38,"Steeg","AT","STD"
47.29,16.29,"Steinberg","AT","SSS"
48.07,14.01,"Steinhaus","AT","SUS"
46.48,15.52,"Straden","AT","ST6"
47.08,13.48,"Tamsweg","AT","TAM"
48.25,13.32,"Taufkirchen an der Pram","AT","TKP"
47.19,11.39,"Terfens","AT","TFS"
48.23,15.41,"Theiss","AT","THS"
48.2,15.44,"Traismauer","AT","TMR"
46.37,14.03,"Velden","AT","VEL"
47.28,15,"Vordernberg","AT","ERM"
48.1,14.43,"Wallsee","AT","WSE"
48.06,15.31,"Weinburg","AT","WEU"
46.53,15.28,"Weitendorf","AT","WDF"
47.48,16.3,"Wulkaprodersdorf","AT","WUL"
48.29,15.41,"Zobing","AT","ZNG"
-21.2,115.1,"Airlie Terminal","AU","AIR"
-35.01,138.44,"Aldgate","AU","ALD"
-12.55,141.37,"Amrun","AU","AMR"
-33.53,151.1,"Annandale","AU","ANN"
-32.01,115.5,"Applecross","AU","APP"
-32.09,116,"Armadale","AU","AUA"
-33.47,150.52,"Arndell Park","AU","DLP"
-34.56,138.44,"Ashton","AU","ASH"
-38.02,145.06,"Aspendale","AU","P6D"
-32.01,115.47,"Attadale","AU","ATT"
-34.19,115.1,"Augusta","AU","AGS"
-33.17,115.43,"Australind","AU","ALI"
-32.24,150.29,"Baerami","AU","BAE"
-34.59,138.5,"Balhannah","AU","BAA"
-38.22,145.08,"Balnarring","AU","BAL"
-38.03,144.1,"Bannockburn","AU","BNN"
-34.16,146.06,"Beelbangera","AU","BBL"
-33.44,151.13,"Belrose","AU","BE9"
-35.18,138.56,"Belvidere","AU","BVD"
-32.48,151.39,"Beresfield","AU","BFD"
-33.21,151.26,"Berkeley Vale","AU","BKE"
-38.25,146.04,"Berrys Creek","AU","BRR"
-41.52,148.17,"Bicheno","AU","BIC"
-15.36,136.21,"Bing Bong","AU","BBG"
-11.09,132.09,"Black Point","AU","BLP"
-42.59,147.19,"Blackmans Bay","AU","TTS"
-33.32,149.15,"Blayney","AU","BNY"
-31.43,152.17,"Bobin","AU","BOB"
-34.51,150.37,"Bomaderry","AU","BDY"
-10.36,141.55,"Booby Island","AU","BOO"
-27.2,153.03,"Boondall","AU","BOD"
-36.07,143.43,"Boort","AU","BOT"
-34.42,143.09,"Boundary Bend","AU","BOU"
-42.5,147.18,"Boyer","AU","BOY"
-34.23,119.22,"Bremer Bay","AU","BBY"
-36.36,143.57,"Bridgewater-on-Loddon","AU","BOL"
-41,147.24,"Bridport","AU","BPO"
-33.57,151.09,"Brighton-Le-Sands","AU","BSA"
-32.45,151.06,"Broke","AU","NSB"
-34.18,150.55,"Bulli","AU","BUL"
-31.4,116,"Bullsbrook","AU","BLL"
-27.04,153.22,"Bulwer","AU","BWI"
-37.52,147.02,"Bushy Park","AU","BYY"
-42.5,147.27,"Cambridge","AU","CMB"
-33.53,151.1,"Camperdown","AU","CMP"
-27.31,153.11,"Capalaba","AU","CAP"
-11.19,131.45,"Cape Don","AU","DON"
-36.38,146.33,"Carboor","AU","CBO"
-27.3,153.05,"Carina Heights","AU","CAR"
-33.47,151.03,"Carlingford","AU","CLF"
-31.53,115.58,"Caversham","AU","CVS"
-27.23,153.1,"Chermside","AU","CHE"
-28.14,153.33,"Chinderah","AU","CN6"
-31.29,116.06,"Chittering","AU","CHT"
-33.5,138.36,"Clare","AU","SCL"
-31.59,115.47,"Claremont","AU","CLM"
-35.07,138.38,"Clarendon","AU","CDN"
-27.32,153.16,"Cleveland","AU","CVN"
-33.54,151.15,"Clovelly","AU","CVL"
-37.43,145.22,"Coldstream","AU","CST"
-34,151.04,"Como","AU","CMO"
-26.56,150.08,"Condamine","AU","CDE"
-26.33,153.05,"Coolum","AU","COU"
-27.53,153.18,"Coomera","AU","COO"
-37.18,140.49,"Coonawarra","AU","CNW"
-27.3,153.03,"Coorparoo","AU","CPR"
-23.08,113.46,"Coral Bay","AU","CRL"
-19.05,150.54,"Coral Sea","AU","CRS"
-35.03,138.37,"Coromandel Valley","AU","CRV"
-32,115.46,"Cottesloe","AU","CTE"
-37.38,145.13,"Cottles Bridge","AU","CTT"
-34.55,138.33,"Cowandilla","AU","DIL"
-33.52,115.05,"Cowaramup","AU","COW"
-35,138.42,"Crafers","AU","CRF"
-27.41,153.05,"Crestmead","AU","CRE"
-34.46,139,"Cromer","AU","C8R"
-34.03,151.09,"Cronulla","AU","CRU"
-9.36,143.18,"Dalrymple Islet","AU","DIT"
-34.43,149.11,"Dalton","AU","DAL"
-33.24,115.45,"Dardanup","AU","DAR"
-12.15,135.05,"Dhipirrinjura","AU","DHI"
-37.4,145.09,"Diamond Creek","AU","DIA"
-38.1,144.34,"Drysdale","AU","DRY"
-34.39,139.06,"Eden Valley","AU","EDE"
-11.54,136.33,"Elizabeth Bay","AU","ELB"
-37.44,145.09,"Eltham","AU","ELT"
-12.4,141.51,"Evans Landing","AU","EVL"
-34.54,138.32,"Findon","AU","FIN"
-38.1,146.41,"Flynn","AU","FLN"
-34.22,114.04,"Frankland","AU","FLD"
-33.46,151.17,"Freshwater","AU","FWT"
-19.16,146.46,"Garbutt","AU","GBT"
-37.57,145.33,"Gembrook","AU","GEM"
-35.3,138.47,"Goolwa","AU","GOA"
-37.35,144.06,"Gordon","AU","GOR"
-12.13,136.4,"Gove Harbour","AU","GOH"
-27.35,152.12,"Grantham","AU","GTH"
-41.18,146.58,"Gravelly Beach","AU","GRB"
-37.09,142.51,"Great Western","AU","GTW"
-34.28,138.55,"Greenock","AU","GRK"
-37.44,145.27,"Gruyere","AU","GRU"
-34.5,138.53,"Gumeracha","AU","GUM"
-35.02,138.48,"Hahndorf","AU","HAH"
-35.04,138.3,"Halletts Cove","AU","HTT"
-38.2,145.15,"Hampton","AU","HAM"
-34.2,146.02,"Hanwood","AU","HWD"
-35.05,138.32,"Happy Valley","AU","HPP"
-38.18,145.15,"Hastings","AU","HAS"
-36.55,144.43,"Heathcote","AU","HTH"
-32.47,151.44,"Heatherbrae","AU","HBE"
-32.1,115.46,"Henderson","AU","HFR"
-37.5,145.35,"Hoddles Creek","AU","HDD"
-34.5,138.38,"Ingle Farm","AU","IGF"
-34.15,142.1,"Irymple","AU","IRY"
-32.21,116.04,"Jarrahdale","AU","JAR"
-35.09,138.39,"Kangarilla","AU","KAN"
-41.11,146.53,"Kayena","AU","KAY"
-36.06,140.21,"Keith","AU","KEI"
-34.34,139.08,"Keyneton","AU","KEY"
-33.04,151.36,"Lake Macquarie","AU","LMQ"
-37.53,147.59,"Lakes Entrance","AU","LEN"
-12.05,135.21,"Langarra","AU","LAN"
-37.45,145.22,"Lilydale","AU","LYD"
-33.23,151.22,"Lisarow","AU","LOW"
-33.41,136.55,"Lucky Bay","AU","LUB"
-33.46,151.07,"Macquarie Park","AU","MRK"
-37.47,144.53,"Maribyrnong","AU","MBY"
-33.55,151.1,"Marrickville","AU","MAR"
-37.3,143.45,"Maryborough","AU","SAD"
-38.55,145.36,"Maryknoll","AU","KLL"
-12.65,124.05,"Montara Field","AU","MON"
-26.41,153.08,"Mooloolaba","AU","MLL"
-34.17,140.21,"Moorook","AU","MOK"
-38.01,145.05,"Mordialloc","AU","MDC"
-27.32,153.05,"Mount Gravatt","AU","MGE"
-31.55,115.5,"Mount Hawthorn","AU","MHW"
-41.23,147.08,"Mowbray Heights","AU","MOW"
-36,146,"Mulwala","AU","MWA"
-34.12,146.02,"Nericon","AU","NEQ"
-42.47,147.04,"New Norfolk","AU","NLK"
-37.42,143.39,"Newtown","AU","VIC"
-21.29,114,"Nganhurra","AU","NGH"
-21.24,114.05,"Ningaloo Vision","AU","NIV"
-33.48,151.13,"North Bridge","AU","NB2"
-34.33,150.49,"Oak Flats","AU","OKF"
-33.53,151.13,"Paddington","AU","PAG"
-33.57,151.02,"Padstow","AU","DSW"
-12.28,130.5,"Palmerston","AU","PAL"
-33.48,150.57,"Pendle Hills","AU","PEN"
-38.29,145.14,"Phillip Island","AU","PIS"
-21.09,149.01,"Pleystowe","AU","PYT"
-38.07,144.26,"Point Henry Pier/Melbourne","AU","PHP"
-29.16,114.56,"Port Denison","AU","PDI"
-38.22,142.14,"Port Fairy","AU","FRY"
-34.04,151.08,"Port Hacking","AU","T3P"
-37.5,144.56,"Port Melbourne","AU","POR"
-27.23,153.1,"Port of Brisbane","AU","PBN"
-35.16,138.27,"Port Willunga","AU","PTW"
-37.51,145,"Prahran","AU","PHR"
-37.05,143.29,"Pyrenees","AU","PYE"
-33.52,151.11,"Pyrmont","AU","PYR"
-11.16,132.23,"Raffles Bay","AU","RAF"
-33.57,151,"Revesby","AU","REV"
-36.06,138.32,"Reynella","AU","RLL"
-33.5,151.05,"Rhodes","AU","RDS"
-37.11,139.45,"Robe","AU","ROB"
-23.1,150.47,"Rosslyn Bay","AU","RNB"
-33.51,151.1,"Rozelle","AU","ROZ"
-32.52,151.42,"Sandgate","AU","SGT"
-37.54,145.13,"Scoresby","AU","SCY"
-37.55,145.23,"Selby","AU","5CI"
-27.33,152.57,"Seventeen Mile Rocks/Brisbane","AU","SMR"
-11.45,142.01,"Skardon River","AU","SKA"
-27.28,153.01,"South Brisbane","AU","SBN"
-23.54,151.17,"South Trees","AU","STR"
-41.13,146.21,"Spreyton","AU","SPO"
-33.53,151.13,"Surry Hills","AU","SUH"
-34.01,151.06,"Sylvania","AU","SYL"
-32.4,152.09,"Tea Gardens","AU","DGA"
-38.22,145.33,"The Gurdies","AU","GUR"
-21.27,114.59,"Thevenard Island","AU","CTH"
-38.13,145.23,"Tooradin","AU","TRD"
-33,151.36,"Toronto","AU","TOR"
-13.45,126.08,"Troughton Island","AU","TRI"
-28.12,153.32,"Tweed Heads South","AU","THS"
-34.36,138.3,"Twowells","AU","DA5"
-35.21,150.25,"Ulladulla","AU","ULA"
-13.51,136.48,"Umbakumba","AU","UMB"
-32.58,151.39,"Warners Bay","AU","WSN"
-38,145.07,"Waterways","AU","WTW"
-28.45,114.37,"Webberton","AU","WTN"
-34.54,138.32,"Welland","AU","KJH"
-33.5,151.04,"Wentworth Point","AU","WWP"
-37.54,144.39,"Werribee","AU","WRB"
-20.35,116.47,"Withnell Bay","AU","WNB"
-33.52,151.13,"Woolloomooloo","AU","WOO"
-37.47,145.37,"Yarra Junction","AU","YRR"
12.29,-69.59,"Barcadera","AW","BAR"
12.33,-69.58,"Bushiribana","AW","BUS"
41.59,47.35,"Khachmaz","AZ","KMZ"
40.15,49.36,"Qaradag","AZ","QDG"
39.55,48.55,"Shirvan","AZ","SHI"
40.35,49.4,"Sumqayit","AZ","SUQ"
44.58,15.56,"Cazin","BA","4CA"
45.03,18.34,"Domaljevac","BA","DOJ"
43.57,17.54,"Fojnica","BA","FOJ"
43.39,17.45,"Jablanica","BA","JBA"
44.32,18.05,"Maglaj","BA","MAG"
42.55,17.37,"Neum","BA","NEM"
44.46,16.4,"Sanski Most","BA","SMT"
43.54,18.21,"Vogosca","BA","VGS"
44.23,19.06,"Zvornik","BA","ZNK"
13.07,-59.36,"Saint Michael","BB","STM"
24.02,91.01,"Ashuganj","BD","ASJ"
23.03,88.54,"Benapole","BD","BNP"
23.33,-90.32,"Munshiganj","BD","MUN"
23.39,90.27,"Pangaon","BD","PGN"
21.56,90.16,"Payra Port","BD","PAY"
50.29,5.06,"Andenne","BE","AND"
50.49,3.58,"Appelterre-Eichem","BE","APT"
50.59,3.33,"Astene","BE","AST"
50.22,3.46,"Athis","BE","7PD"
50.36,5.24,"Awirs","BE","W5R"
51.02,4.1,"Baasrode","BE","BSR"
50.17,5.2,"Baillonville","BE","BAI"
51.12,3.31,"Balgerhoek","BE","BGK"
50.47,3.3,"Berchem","BE","BCM"
50.21,3.53,"Blaregnies","BE","WHT"
50.59,4.34,"Boortmeerbeek","BE","BMB"
50.23,3.56,"Bougnies","BE","BO2"
50.41,5.4,"Chertal","BE","CTA"
50.28,4.22,"Courcelles","BE","CCS"
51.08,3.59,"Daknam","BE","DKN"
51,4.05,"Denderbelle","BE","DNB"
51.03,3.4,"Drongen","BE","DGN"
50.48,5.4,"Eben-Emael","BE","9IR"
50.57,3.38,"Eke","BE","EQE"
51.09,3.58,"Eksaarde","BE","EKS"
50.51,3.38,"Ename","BE","EAM"
50.42,3.15,"Estaimpuis","BE","EMP"
49.35,5.35,"Ethe","BE","EET"
50.26,4.44,"Franiere","BE","FNR"
50.56,3.4,"Gavere","BE","GVR"
51.1,5,"Geel","BE","GEL"
51.01,5.14,"Genenbos","BE","GBH"
50.46,3.52,"Geraardsbergen","BE","GEA"
50.44,5.4,"Haccourt","BE","HCT"
50.47,3.08,"Halluin","BE","HLU"
51.05,3.32,"Hamme","BE","HMM"
50.26,4.4,"Ham-sur-Sambre","BE","HMB"
51.01,3,"Handzame","BE","HNA"
50.53,4.25,"Haren","BE","HAR"
51.12,5.27,"Herent","BE","HET"
50.12,4.49,"Hermeton-sur-Meuse","BE","HTM"
50.18,4.54,"Houx","BE","HUX"
50.31,5.14,"Huy","BE","HUY"
50.27,4.53,"Jambes","BE","JAM"
50.39,5.38,"Jupille-sur-Meuse","BE","JAK"
50.56,3.11,"Kachtem","BE","KCT"
51.11,5.31,"Kaulille","BE","KLE"
50.57,5.18,"Kuringen","BE","KRN"
51.06,5.08,"Kwaadmechelen","BE","KWA"
50.34,3.46,"Ladeuze","BE","LUZ"
51.03,3.34,"Landegem","BE","LGM"
50.39,3.48,"Lanquesaint","BE","LQA"
50.48,3.11,"Lauwe","BE","LAW"
50.21,4.15,"Lobbes","BE","LBS"
51.06,3.59,"Lokeren","BE","LOK"
50.23,4.54,"Lustin","BE","LUI"
50.4,4.27,"Maransart","BE","WBR"
50.29,4.58,"Marche-les-Dames","BE","MLD"
50.33,3.3,"Maubray","BE","MBY"
51.01,3.32,"Meigem","BE","MGM"
50.54,3.42,"Meilegem","BE","MEG"
50.58,3.42,"Melsen","BE","ELS"
51,4.04,"Mespelare","BE","MSP"
51.1,3.16,"Moerbrugge","BE","MRB"
51.04,4.09,"Moerzeke","BE","MZK"
50.27,4.35,"Moignelee","BE","MGN"
51.11,5.06,"Mol","BE","MLO"
50.27,3.56,"Mons","BE","MQS"
50.27,4.42,"Mornimont","BE","MRO"
51.01,4.31,"Muizen","BE","MUI"
50.28,5,"Nameche","BE","NMC"
50.55,5.41,"Neerharen","BE","NHA"
50.14,4.55,"Neffe","BE","NFE"
50.32,5.17,"Neuville-sous-Huy","BE","NHY"
50.5,4.01,"Ninove","BE","NNV"
50.56,3.26,"Oeselgem","BE","OSG"
50.51,4.03,"Okegem","BE","OKG"
50.47,3.54,"Onkerzele","BE","OZL"
50.53,3.2,"Ooigem","BE","OOG"
51.07,4.58,"Oosterlo","BE","OTL"
51.09,3.14,"Oostkamp","BE","OKP"
51.17,3.17,"Oostkerke","BE","OTK"
51.07,5.39,"Opitter","BE","OPI"
50.45,3.28,"Orroir","BE","ORR"
51.13,5.25,"Overpelt","BE","OVE"
50.5,4.04,"Pamel","BE","PML"
50.33,3.26,"Peronnes","BE","PES"
50.58,2.44,"Pollinkhove","BE","PKH"
50.3,4.21,"Pont-a-Celles","BE","PCL"
50.43,5.41,"Richelle","BE","RCL"
50.21,4.52,"Riviere","BE","RVE"
50.41,5.33,"Rocourt","BE","RJT"
50.36,4.13,"Ronquieres","BE","RQS"
50.26,4.35,"Roselies","BE","ROS"
51.08,4.17,"Rupelmonde","BE","RPM"
50.03,4.15,"Salles","BE","SLS"
50.28,4.59,"Samson","BE","SSO"
51.13,2.57,"Sas-Slijkens","BE","SLJ"
50.58,3.43,"Schelderode","BE","SHR"
51,2.49,"Sint-Jacobs-Kapelle","BE","JKP"
50.18,4.08,"Solre-sur-Sambre","BE","SSB"
50.5,3.18,"Stasegem","BE","SGM"
50.32,5.13,"Statte","BE","STT"
50.54,4.06,"Teralfene","BE","TFN"
51.38,2.55,"Thorntonbank","BE","TOB"
50.37,5.32,"Tilleur","BE","TLR"
51.02,4.22,"Tisselt","BE","TIS"
50.35,5.29,"Val Saint-Lambert","BE","VSB"
50.04,4.22,"Vaulx","BE","VLX"
50.3,5.01,"Vezin","BE","VZI"
50.29,4.24,"Viesville","BE","VVI"
51.07,3.13,"Waardamme","BE","WDM"
51.04,4.28,"Walem","BE","WLM"
50.42,3.2,"Warcoing","BE","WCG"
51.04,4.22,"Willebroek","BE","WLB"
51.06,2.42,"Wulpen","BE","WLP"
51.12,2.58,"Zandvoorde","BE","ZVD"
50.59,4.28,"Zemst","BE","ZET"
12.35,-1.18,"Ziniare","BF","OB2"
42.06,27.57,"Akhtopol","BG","AKH"
43.25,28.1,"Balchik","BG","BAL"
43.12,25.18,"Byala Cherkva","BG","VT4"
43.28,23.57,"Byala Slatina","BG","BSL"
42.39,25.47,"Gurkovo","BG","GUR"
43.15,27.46,"Ignatievo","BG","4IG"
42.02,24.47,"Kuklen","BG","KUK"
41.36,23.48,"Marchevo","BG","MAB"
42.39,27.44,"Nessebar","BG","NES"
43.41,24.53,"Nikopol","BG","NPO"
43.44,23.57,"Oryakhovo","BG","OKH"
42.25,27.42,"Sozopol","BG","SOZ"
42.36,26.41,"Straldzha","BG","S3W"
26.14,50.39,"Al Hidd","BH","AHD"
26.15,50.36,"Al Muharraq","BH","GBQ"
26.12,50.37,"Khalifa Bin Salman Port","BH","KBS"
26.12,50.37,"Mina Sulman Port","BH","MIN"
26.08,50.37,"Sitrah","BH","SIT"
-3.2,29.22,"Cibitoke","BI","CBK"
6.29,2.37,"Porto-Novo","BJ","PTN"
32.18,-64.45,"Devonshire","BM","SEV"
25.3,-76.38,"Harbour Island","BM","HBI"
32.23,-64.41,"Saint George","BM","SGE"
32.18,-64.52,"Sandys","BM","SAN"
32.15,-64.51,"Southampton","BM","SOU"
-16.1,-68.44,"Huatajata","BO","HTJ"
-11.05,-67.38,"Puerto Rico","BO","PUR"
12.14,-68.2,"Dorp Rincon","BQ","RIN"
12.13,-68.23,"Goto","BQ","GOT"
-19.09,-45.27,"Abaete","BR","ABT"
-1.42,-48.54,"Abaetetuba","BR","ATB"
